datetime,parameter,value
2026-06-19T14:00Z,o3,99.0
2026-06-19T15:00Z,pm10,1009.6
2026-06-19T15:00Z,pm25,169.0
2026-06-19T15:00Z,co,421.0
2026-06-19T15:00Z,no2,21.6
2026-06-19T15:00Z,so2,12.3
2026-06-19T15:00Z,o3,81.0
2026-06-19T16:00Z,pm10,1028.2
2026-06-19T16:00Z,pm25,178.8
2026-06-19T16:00Z,co,458.0
2026-06-19T16:00Z,no2,26.3
2026-06-19T16:00Z,so2,13.7
2026-06-19T16:00Z,o3,68.0
2026-06-19T17:00Z,pm10,1013.3
2026-06-19T17:00Z,pm25,184.4
2026-06-19T17:00Z,co,495.0
2026-06-19T17:00Z,no2,31.0
2026-06-19T17:00Z,so2,15.4
2026-06-19T17:00Z,o3,57.0
2026-06-19T18:00Z,pm10,961.1
2026-06-19T18:00Z,pm25,182.5
2026-06-19T18:00Z,co,517.0
2026-06-19T18:00Z,no2,34.0
2026-06-19T18:00Z,so2,16.5
2026-06-19T18:00Z,o3,50.0
2026-06-19T19:00Z,pm10,899.7
2026-06-19T19:00Z,pm25,177.4
2026-06-19T19:00Z,co,511.0
2026-06-19T19:00Z,no2,33.9
2026-06-19T19:00Z,so2,16.6
2026-06-19T19:00Z,o3,48.0
2026-06-19T20:00Z,pm10,819.6
2026-06-19T20:00Z,pm25,170.0
2026-06-19T20:00Z,co,490.0
2026-06-19T20:00Z,no2,32.0
2026-06-19T20:00Z,so2,16.2
2026-06-19T20:00Z,o3,49.0
2026-06-19T21:00Z,pm10,745.1
2026-06-19T21:00Z,pm25,161.6
2026-06-19T21:00Z,co,476.0
2026-06-19T21:00Z,no2,30.3
2026-06-19T21:00Z,so2,15.9
2026-06-19T21:00Z,o3,51.0
2026-06-19T22:00Z,pm10,661.2
2026-06-19T22:00Z,pm25,153.2
2026-06-19T22:00Z,co,483.0
2026-06-19T22:00Z,no2,29.8
2026-06-19T22:00Z,so2,16.0
2026-06-19T22:00Z,o3,49.0
2026-06-19T23:00Z,pm10,575.6
2026-06-19T23:00Z,pm25,145.3
2026-06-19T23:00Z,co,499.0
2026-06-19T23:00Z,no2,29.5
2026-06-19T23:00Z,so2,16.3
2026-06-19T23:00Z,o3,48.0
2026-06-20T00:00Z,pm10,583.0
2026-06-20T00:00Z,pm25,152.3
2026-06-20T00:00Z,co,503.0
2026-06-20T00:00Z,no2,21.1
2026-06-20T00:00Z,so2,15.3
2026-06-20T00:00Z,o3,71.0
2026-06-20T01:00Z,pm10,536.4
2026-06-20T01:00Z,pm25,149.5
2026-06-20T01:00Z,co,492.0
2026-06-20T01:00Z,no2,20.3
2026-06-20T01:00Z,so2,16.8
2026-06-20T01:00Z,o3,85.0
2026-06-20T02:00Z,pm10,527.1
2026-06-20T02:00Z,pm25,144.8
2026-06-20T02:00Z,co,470.0
2026-06-20T02:00Z,no2,19.1
2026-06-20T02:00Z,so2,18.8
2026-06-20T02:00Z,o3,104.0
2026-06-20T03:00Z,pm10,457.3
2026-06-20T03:00Z,pm25,122.9
2026-06-20T03:00Z,co,435.0
2026-06-20T03:00Z,no2,16.9
2026-06-20T03:00Z,so2,19.6
2026-06-20T03:00Z,o3,123.0
2026-06-20T04:00Z,pm10,387.4
2026-06-20T04:00Z,pm25,98.0
2026-06-20T04:00Z,co,373.0
2026-06-20T04:00Z,no2,12.7
2026-06-20T04:00Z,so2,18.2
2026-06-20T04:00Z,o3,141.0
2026-06-20T05:00Z,pm10,461.0
2026-06-20T05:00Z,pm25,93.6
2026-06-20T05:00Z,co,297.0
2026-06-20T05:00Z,no2,7.6
2026-06-20T05:00Z,so2,15.6
2026-06-20T05:00Z,o3,159.0
2026-06-20T06:00Z,pm10,337.1
2026-06-20T06:00Z,pm25,76.1
2026-06-20T06:00Z,co,243.0
2026-06-20T06:00Z,no2,3.9
2026-06-20T06:00Z,so2,13.5
2026-06-20T06:00Z,o3,170.0
2026-06-20T07:00Z,pm10,501.1
2026-06-20T07:00Z,pm25,89.9
2026-06-20T07:00Z,co,231.0
2026-06-20T07:00Z,no2,2.6
2026-06-20T07:00Z,so2,12.4
2026-06-20T07:00Z,o3,170.0
2026-06-20T08:00Z,pm10,383.7
2026-06-20T08:00Z,pm25,77.3
2026-06-20T08:00Z,co,241.0
2026-06-20T08:00Z,no2,2.7
2026-06-20T08:00Z,so2,11.6
2026-06-20T08:00Z,o3,163.0
2026-06-20T09:00Z,pm10,465.7
2026-06-20T09:00Z,pm25,84.5
2026-06-20T09:00Z,co,254.0
2026-06-20T09:00Z,no2,3.6
2026-06-20T09:00Z,so2,11.1
2026-06-20T09:00Z,o3,154.0
2026-06-20T10:00Z,pm10,467.5
2026-06-20T10:00Z,pm25,83.6
2026-06-20T10:00Z,co,262.0
2026-06-20T10:00Z,no2,4.8
2026-06-20T10:00Z,so2,10.6
2026-06-20T10:00Z,o3,146.0
2026-06-20T11:00Z,pm10,491.7
2026-06-20T11:00Z,pm25,87.8
2026-06-20T11:00Z,co,273.0
2026-06-20T11:00Z,no2,6.7
2026-06-20T11:00Z,so2,10.2
2026-06-20T11:00Z,o3,137.0
2026-06-20T12:00Z,pm10,461.9
2026-06-20T12:00Z,pm25,83.4
2026-06-20T12:00Z,co,288.0
2026-06-20T12:00Z,no2,10.7
2026-06-20T12:00Z,so2,10.7
2026-06-20T12:00Z,o3,125.0
2026-06-20T13:00Z,pm10,444.2
2026-06-20T13:00Z,pm25,85.4
2026-06-20T13:00Z,co,307.0
2026-06-20T13:00Z,no2,15.9
2026-06-20T13:00Z,so2,11.9
2026-06-20T13:00Z,o3,111.0
2026-06-20T14:00Z,pm10,458.2
2026-06-20T14:00Z,pm25,93.1
2026-06-20T14:00Z,co,329.0
2026-06-20T14:00Z,no2,23.3
2026-06-20T14:00Z,so2,13.5
2026-06-20T14:00Z,o3,90.0
2026-06-20T15:00Z,pm10,508.5
2026-06-20T15:00Z,pm25,107.8
2026-06-20T15:00Z,co,354.0
2026-06-20T15:00Z,no2,30.1
2026-06-20T15:00Z,so2,15.0
2026-06-20T15:00Z,o3,72.0
2026-06-20T16:00Z,pm10,549.5
2026-06-20T16:00Z,pm25,122.0
2026-06-20T16:00Z,co,391.0
2026-06-20T16:00Z,no2,35.7
2026-06-20T16:00Z,so2,16.3
2026-06-20T16:00Z,o3,59.0
2026-06-20T17:00Z,pm10,573.7
2026-06-20T17:00Z,pm25,134.1
2026-06-20T17:00Z,co,430.0
2026-06-20T17:00Z,no2,40.7
2026-06-20T17:00Z,so2,17.4
2026-06-20T17:00Z,o3,48.0
2026-06-20T18:00Z,pm10,575.6
2026-06-20T18:00Z,pm25,142.5
2026-06-20T18:00Z,co,449.0
2026-06-20T18:00Z,no2,43.8
2026-06-20T18:00Z,so2,17.8
2026-06-20T18:00Z,o3,39.0
2026-06-20T19:00Z,pm10,568.1
2026-06-20T19:00Z,pm25,146.7
2026-06-20T19:00Z,co,430.0
2026-06-20T19:00Z,no2,44.0
2026-06-20T19:00Z,so2,16.8
2026-06-20T19:00Z,o3,34.0
2026-06-20T20:00Z,pm10,571.8
2026-06-20T20:00Z,pm25,150.4
2026-06-20T20:00Z,co,390.0
2026-06-20T20:00Z,no2,42.4
2026-06-20T20:00Z,so2,15.1
2026-06-20T20:00Z,o3,31.0
2026-06-20T21:00Z,pm10,577.4
2026-06-20T21:00Z,pm25,152.3
2026-06-20T21:00Z,co,355.0
2026-06-20T21:00Z,no2,40.2
2026-06-20T21:00Z,so2,13.8
2026-06-20T21:00Z,o3,29.0
2026-06-20T22:00Z,pm10,577.4
2026-06-20T22:00Z,pm25,152.3
2026-06-20T22:00Z,co,334.0
2026-06-20T22:00Z,no2,38.2
2026-06-20T22:00Z,so2,13.3
2026-06-20T22:00Z,o3,27.0
2026-06-20T23:00Z,pm10,556.9
2026-06-20T23:00Z,pm25,149.9
2026-06-20T23:00Z,co,319.0
2026-06-20T23:00Z,no2,35.6
2026-06-20T23:00Z,so2,13.3
2026-06-20T23:00Z,o3,26.0
2026-06-21T00:00Z,pm10,584.9
2026-06-21T00:00Z,pm25,130.4
2026-06-21T00:00Z,co,306.0
2026-06-21T00:00Z,no2,15.6
2026-06-21T00:00Z,so2,9.1
2026-06-21T00:00Z,o3,53.0
2026-06-21T01:00Z,pm10,575.6
2026-06-21T01:00Z,pm25,130.4
2026-06-21T01:00Z,co,299.0
2026-06-21T01:00Z,no2,15.2
2026-06-21T01:00Z,so2,9.9
2026-06-21T01:00Z,o3,53.0
2026-06-21T02:00Z,pm10,597.9
2026-06-21T02:00Z,pm25,129.9
2026-06-21T02:00Z,co,295.0
2026-06-21T02:00Z,no2,14.4
2026-06-21T02:00Z,so2,11.0
2026-06-21T02:00Z,o3,54.0
2026-06-21T03:00Z,pm10,685.5
2026-06-21T03:00Z,pm25,132.7
2026-06-21T03:00Z,co,286.0
2026-06-21T03:00Z,no2,13.0
2026-06-21T03:00Z,so2,12.0
2026-06-21T03:00Z,o3,63.0
2026-06-21T04:00Z,pm10,720.8
2026-06-21T04:00Z,pm25,130.4
2026-06-21T04:00Z,co,263.0
2026-06-21T04:00Z,no2,10.2
2026-06-21T04:00Z,so2,12.9
2026-06-21T04:00Z,o3,86.0
2026-06-21T05:00Z,pm10,741.3
2026-06-21T05:00Z,pm25,129.0
2026-06-21T05:00Z,co,235.0
2026-06-21T05:00Z,no2,6.8
2026-06-21T05:00Z,so2,13.6
2026-06-21T05:00Z,o3,116.0
2026-06-21T06:00Z,pm10,784.2
2026-06-21T06:00Z,pm25,132.7
2026-06-21T06:00Z,co,214.0
2026-06-21T06:00Z,no2,4.2
2026-06-21T06:00Z,so2,13.9
2026-06-21T06:00Z,o3,139.0
2026-06-21T07:00Z,pm10,666.8
2026-06-21T07:00Z,pm25,118.3
2026-06-21T07:00Z,co,207.0
2026-06-21T07:00Z,no2,3.0
2026-06-21T07:00Z,so2,13.4
2026-06-21T07:00Z,o3,151.0
2026-06-21T08:00Z,pm10,724.6
2026-06-21T08:00Z,pm25,120.6
2026-06-21T08:00Z,co,206.0
2026-06-21T08:00Z,no2,2.7
2026-06-21T08:00Z,so2,12.4
2026-06-21T08:00Z,o3,156.0
2026-06-21T09:00Z,pm10,756.2
2026-06-21T09:00Z,pm25,120.6
2026-06-21T09:00Z,co,206.0
2026-06-21T09:00Z,no2,3.1
2026-06-21T09:00Z,so2,11.5
2026-06-21T09:00Z,o3,156.0
2026-06-21T10:00Z,pm10,758.1
2026-06-21T10:00Z,pm25,116.9
2026-06-21T10:00Z,co,199.0
2026-06-21T10:00Z,no2,3.8
2026-06-21T10:00Z,so2,10.7
2026-06-21T10:00Z,o3,150.0
2026-06-21T11:00Z,pm10,719.0
2026-06-21T11:00Z,pm25,114.6
2026-06-21T11:00Z,co,192.0
2026-06-21T11:00Z,no2,5.2
2026-06-21T11:00Z,so2,10.0
2026-06-21T11:00Z,o3,139.0
2026-06-21T12:00Z,pm10,495.5
2026-06-21T12:00Z,pm25,82.0
2026-06-21T12:00Z,co,196.0
2026-06-21T12:00Z,no2,10.3
2026-06-21T12:00Z,so2,10.3
2026-06-21T12:00Z,o3,120.0
2026-06-21T13:00Z,pm10,482.4
2026-06-21T13:00Z,pm25,82.9
2026-06-21T13:00Z,co,217.0
2026-06-21T13:00Z,no2,16.8
2026-06-21T13:00Z,so2,11.9
2026-06-21T13:00Z,o3,103.0
2026-06-21T14:00Z,pm10,452.6
2026-06-21T14:00Z,pm25,85.7
2026-06-21T14:00Z,co,249.0
2026-06-21T14:00Z,no2,25.7
2026-06-21T14:00Z,so2,14.0
2026-06-21T14:00Z,o3,79.0
2026-06-21T15:00Z,pm10,440.5
2026-06-21T15:00Z,pm25,91.5
2026-06-21T15:00Z,co,280.0
2026-06-21T15:00Z,no2,31.8
2026-06-21T15:00Z,so2,15.3
2026-06-21T15:00Z,o3,61.0
2026-06-21T16:00Z,pm10,549.5
2026-06-21T16:00Z,pm25,109.2
2026-06-21T16:00Z,co,313.0
2026-06-21T16:00Z,no2,32.3
2026-06-21T16:00Z,so2,15.2
2026-06-21T16:00Z,o3,53.0
2026-06-21T17:00Z,pm10,676.1
2026-06-21T17:00Z,pm25,132.2
2026-06-21T17:00Z,co,345.0
2026-06-21T17:00Z,no2,30.1
2026-06-21T17:00Z,so2,14.2
2026-06-21T17:00Z,o3,50.0
2026-06-21T18:00Z,pm10,702.2
2026-06-21T18:00Z,pm25,143.9
2026-06-21T18:00Z,co,353.0
2026-06-21T18:00Z,no2,28.1
2026-06-21T18:00Z,so2,13.3
2026-06-21T18:00Z,o3,48.0
2026-06-21T19:00Z,pm10,659.4
2026-06-21T19:00Z,pm25,145.3
2026-06-21T19:00Z,co,313.0
2026-06-21T19:00Z,no2,27.5
2026-06-21T19:00Z,so2,12.5
2026-06-21T19:00Z,o3,44.0
2026-06-21T20:00Z,pm10,590.5
2026-06-21T20:00Z,pm25,139.2
2026-06-21T20:00Z,co,248.0
2026-06-21T20:00Z,no2,27.2
2026-06-21T20:00Z,so2,11.7
2026-06-21T20:00Z,o3,41.0
2026-06-21T21:00Z,pm10,508.5
2026-06-21T21:00Z,pm25,128.5
2026-06-21T21:00Z,co,211.0
2026-06-21T21:00Z,no2,27.3
2026-06-21T21:00Z,so2,11.2
2026-06-21T21:00Z,o3,38.0
2026-06-21T22:00Z,pm10,426.5
2026-06-21T22:00Z,pm25,115.7
2026-06-21T22:00Z,co,228.0
2026-06-21T22:00Z,no2,28.4
2026-06-21T22:00Z,so2,11.1
2026-06-21T22:00Z,o3,32.0
2026-06-21T23:00Z,pm10,353.0
2026-06-21T23:00Z,pm25,103.4
2026-06-21T23:00Z,co,272.0
2026-06-21T23:00Z,no2,29.8
2026-06-21T23:00Z,so2,11.2
2026-06-21T23:00Z,o3,26.0
2026-06-22T00:00Z,pm10,622.1
2026-06-22T00:00Z,pm25,128.1
2026-06-22T00:00Z,co,310.0
2026-06-22T00:00Z,no2,20.5
2026-06-22T00:00Z,so2,11.3
2026-06-22T00:00Z,o3,45.0
2026-06-22T01:00Z,pm10,556.9
2026-06-22T01:00Z,pm25,121.5
2026-06-22T01:00Z,co,333.0
2026-06-22T01:00Z,no2,20.0
2026-06-22T01:00Z,so2,12.7
2026-06-22T01:00Z,o3,49.0
2026-06-22T02:00Z,pm10,566.2
2026-06-22T02:00Z,pm25,122.0
2026-06-22T02:00Z,co,349.0
2026-06-22T02:00Z,no2,19.2
2026-06-22T02:00Z,so2,14.6
2026-06-22T02:00Z,o3,56.0
2026-06-22T03:00Z,pm10,678.0
2026-06-22T03:00Z,pm25,135.5
2026-06-22T03:00Z,co,350.0
2026-06-22T03:00Z,no2,17.5
2026-06-22T03:00Z,so2,16.2
2026-06-22T03:00Z,o3,71.0
2026-06-22T04:00Z,pm10,711.5
2026-06-22T04:00Z,pm25,144.4
2026-06-22T04:00Z,co,325.0
2026-06-22T04:00Z,no2,14.0
2026-06-22T04:00Z,so2,17.4
2026-06-22T04:00Z,o3,103.0
2026-06-22T05:00Z,pm10,665.0
2026-06-22T05:00Z,pm25,140.2
2026-06-22T05:00Z,co,286.0
2026-06-22T05:00Z,no2,9.6
2026-06-22T05:00Z,so2,18.3
2026-06-22T05:00Z,o3,144.0
2026-06-22T06:00Z,pm10,633.3
2026-06-22T06:00Z,pm25,131.3
2026-06-22T06:00Z,co,252.0
2026-06-22T06:00Z,no2,6.2
2026-06-22T06:00Z,so2,18.1
2026-06-22T06:00Z,o3,171.0
2026-06-22T07:00Z,pm10,599.8
2026-06-22T07:00Z,pm25,115.9
2026-06-22T07:00Z,co,232.0
2026-06-22T07:00Z,no2,4.5
2026-06-22T07:00Z,so2,16.0
2026-06-22T07:00Z,o3,174.0
2026-06-22T08:00Z,pm10,568.1
2026-06-22T08:00Z,pm25,102.4
2026-06-22T08:00Z,co,218.0
2026-06-22T08:00Z,no2,3.7
2026-06-22T08:00Z,so2,12.9
2026-06-22T08:00Z,o3,165.0
2026-06-22T09:00Z,pm10,603.5
2026-06-22T09:00Z,pm25,98.7
2026-06-22T09:00Z,co,211.0
2026-06-22T09:00Z,no2,4.0
2026-06-22T09:00Z,so2,10.6
2026-06-22T09:00Z,o3,154.0
2026-06-22T10:00Z,pm10,657.5
2026-06-22T10:00Z,pm25,101.3
2026-06-22T10:00Z,co,211.0
2026-06-22T10:00Z,no2,5.3
2026-06-22T10:00Z,so2,9.8
2026-06-22T10:00Z,o3,147.0
2026-06-22T11:00Z,pm10,728.3
2026-06-22T11:00Z,pm25,109.0
2026-06-22T11:00Z,co,219.0
2026-06-22T11:00Z,no2,7.7
2026-06-22T11:00Z,so2,9.8
2026-06-22T11:00Z,o3,139.0
2026-06-22T12:00Z,pm10,484.3
2026-06-22T12:00Z,pm25,80.1
2026-06-22T12:00Z,co,230.0
2026-06-22T12:00Z,no2,11.3
2026-06-22T12:00Z,so2,11.0
2026-06-22T12:00Z,o3,128.0
2026-06-22T13:00Z,pm10,437.7
2026-06-22T13:00Z,pm25,79.9
2026-06-22T13:00Z,co,242.0
2026-06-22T13:00Z,no2,15.9
2026-06-22T13:00Z,so2,12.7
2026-06-22T13:00Z,o3,115.0
2026-06-22T14:00Z,pm10,430.3
2026-06-22T14:00Z,pm25,80.1
2026-06-22T14:00Z,co,259.0
2026-06-22T14:00Z,no2,22.4
2026-06-22T14:00Z,so2,15.1
2026-06-22T14:00Z,o3,96.0
2026-06-22T15:00Z,pm10,359.5
2026-06-22T15:00Z,pm25,72.6
2026-06-22T15:00Z,co,287.0
2026-06-22T15:00Z,no2,27.8
2026-06-22T15:00Z,so2,16.8
2026-06-22T15:00Z,o3,80.0
2026-06-22T16:00Z,pm10,312.9
2026-06-22T16:00Z,pm25,65.2
2026-06-22T16:00Z,co,341.0
2026-06-22T16:00Z,no2,31.1
2026-06-22T16:00Z,so2,17.3
2026-06-22T16:00Z,o3,69.0
2026-06-22T17:00Z,pm10,287.8
2026-06-22T17:00Z,pm25,61.7
2026-06-22T17:00Z,co,407.0
2026-06-22T17:00Z,no2,33.2
2026-06-22T17:00Z,so2,17.3
2026-06-22T17:00Z,o3,60.0
2026-06-22T18:00Z,pm10,265.4
2026-06-22T18:00Z,pm25,59.6
2026-06-22T18:00Z,co,449.0
2026-06-22T18:00Z,no2,34.7
2026-06-22T18:00Z,so2,16.9
2026-06-22T18:00Z,o3,53.0
2026-06-22T19:00Z,pm10,236.6
2026-06-22T19:00Z,pm25,57.4
2026-06-22T19:00Z,co,449.0
2026-06-22T19:00Z,no2,35.4
2026-06-22T19:00Z,so2,16.2
2026-06-22T19:00Z,o3,46.0
2026-06-22T20:00Z,pm10,211.9
2026-06-22T20:00Z,pm25,56.0
2026-06-22T20:00Z,co,426.0
2026-06-22T20:00Z,no2,35.4
2026-06-22T20:00Z,so2,15.3
2026-06-22T20:00Z,o3,41.0
2026-06-22T21:00Z,pm10,192.8
2026-06-22T21:00Z,pm25,55.4
2026-06-22T21:00Z,co,400.0
2026-06-22T21:00Z,no2,35.1
2026-06-22T21:00Z,so2,14.5
2026-06-22T21:00Z,o3,37.0
2026-06-22T22:00Z,pm10,175.1
2026-06-22T22:00Z,pm25,52.9
2026-06-22T22:00Z,co,370.0
2026-06-22T22:00Z,no2,34.9
2026-06-22T22:00Z,so2,13.7
2026-06-22T22:00Z,o3,33.0
2026-06-22T23:00Z,pm10,169.0
2026-06-22T23:00Z,pm25,52.7
2026-06-22T23:00Z,co,337.0
2026-06-22T23:00Z,no2,34.4
2026-06-22T23:00Z,so2,13.1
2026-06-22T23:00Z,o3,30.0
2026-06-23T00:00Z,pm10,210.5
2026-06-23T00:00Z,pm25,73.8
2026-06-23T00:00Z,co,323.0
2026-06-23T00:00Z,no2,52.8
2026-06-23T00:00Z,so2,20.4
2026-06-23T00:00Z,o3,17.0
2026-06-23T01:00Z,pm10,210.9
2026-06-23T01:00Z,pm25,75.7
2026-06-23T01:00Z,co,350.0
2026-06-23T01:00Z,no2,45.4
2026-06-23T01:00Z,so2,22.3
2026-06-23T01:00Z,o3,39.0
2026-06-23T02:00Z,pm10,230.5
2026-06-23T02:00Z,pm25,79.4
2026-06-23T02:00Z,co,396.0
2026-06-23T02:00Z,no2,35.0
2026-06-23T02:00Z,so2,24.9
2026-06-23T02:00Z,o3,71.0
2026-06-23T03:00Z,pm10,251.5
2026-06-23T03:00Z,pm25,78.0
2026-06-23T03:00Z,co,413.0
2026-06-23T03:00Z,no2,25.4
2026-06-23T03:00Z,so2,26.0
2026-06-23T03:00Z,o3,102.0
2026-06-23T04:00Z,pm10,234.2
2026-06-23T04:00Z,pm25,71.7
2026-06-23T04:00Z,co,370.0
2026-06-23T04:00Z,no2,17.6
2026-06-23T04:00Z,so2,24.5
2026-06-23T04:00Z,o3,132.0
2026-06-23T05:00Z,pm10,260.8
2026-06-23T05:00Z,pm25,68.2
2026-06-23T05:00Z,co,297.0
2026-06-23T05:00Z,no2,10.7
2026-06-23T05:00Z,so2,21.6
2026-06-23T05:00Z,o3,162.0
2026-06-23T06:00Z,pm10,263.6
2026-06-23T06:00Z,pm25,63.8
2026-06-23T06:00Z,co,242.0
2026-06-23T06:00Z,no2,5.8
2026-06-23T06:00Z,so2,18.7
2026-06-23T06:00Z,o3,180.0
2026-06-23T07:00Z,pm10,292.4
2026-06-23T07:00Z,pm25,64.3
2026-06-23T07:00Z,co,224.0
2026-06-23T07:00Z,no2,3.5
2026-06-23T07:00Z,so2,15.9
2026-06-23T07:00Z,o3,180.0
2026-06-23T08:00Z,pm10,357.6
2026-06-23T08:00Z,pm25,70.1
2026-06-23T08:00Z,co,222.0
2026-06-23T08:00Z,no2,3.2
2026-06-23T08:00Z,so2,13.1
2026-06-23T08:00Z,o3,168.0
2026-06-23T09:00Z,pm10,363.2
2026-06-23T09:00Z,pm25,69.6
2026-06-23T09:00Z,co,226.0
2026-06-23T09:00Z,no2,3.7
2026-06-23T09:00Z,so2,11.0
2026-06-23T09:00Z,o3,155.0
2026-06-23T10:00Z,pm10,436.8
2026-06-23T10:00Z,pm25,76.1
2026-06-23T10:00Z,co,229.0
2026-06-23T10:00Z,no2,4.3
2026-06-23T10:00Z,so2,9.7
2026-06-23T10:00Z,o3,145.0
2026-06-23T11:00Z,pm10,433.1
2026-06-23T11:00Z,pm25,75.7
2026-06-23T11:00Z,co,236.0
2026-06-23T11:00Z,no2,5.9
2026-06-23T11:00Z,so2,9.0
2026-06-23T11:00Z,o3,135.0
2026-06-23T12:00Z,pm10,506.6
2026-06-23T12:00Z,pm25,91.0
2026-06-23T12:00Z,co,252.0
2026-06-23T12:00Z,no2,14.7
2026-06-23T12:00Z,so2,8.5
2026-06-23T12:00Z,o3,93.0
2026-06-23T13:00Z,pm10,478.7
2026-06-23T13:00Z,pm25,89.4
2026-06-23T13:00Z,co,284.0
2026-06-23T13:00Z,no2,20.3
2026-06-23T13:00Z,so2,10.4
2026-06-23T13:00Z,o3,82.0
2026-06-23T14:00Z,pm10,448.9
2026-06-23T14:00Z,pm25,91.5
2026-06-23T14:00Z,co,324.0
2026-06-23T14:00Z,no2,28.5
2026-06-23T14:00Z,so2,13.2
2026-06-23T14:00Z,o3,66.0
2026-06-23T15:00Z,pm10,435.9
2026-06-23T15:00Z,pm25,96.2
2026-06-23T15:00Z,co,353.0
2026-06-23T15:00Z,no2,37.1
2026-06-23T15:00Z,so2,16.4
2026-06-23T15:00Z,o3,50.0
2026-06-23T16:00Z,pm10,416.3
2026-06-23T16:00Z,pm25,101.0
2026-06-23T16:00Z,co,360.0
2026-06-23T16:00Z,no2,46.8
2026-06-23T16:00Z,so2,20.6
2026-06-23T16:00Z,o3,36.0
2026-06-23T17:00Z,pm10,414.4
2026-06-23T17:00Z,pm25,109.0
2026-06-23T17:00Z,co,356.0
2026-06-23T17:00Z,no2,57.0
2026-06-23T17:00Z,so2,25.2
2026-06-23T17:00Z,o3,22.0
2026-06-23T18:00Z,pm10,391.2
2026-06-23T18:00Z,pm25,115.3
2026-06-23T18:00Z,co,349.0
2026-06-23T18:00Z,no2,64.1
2026-06-23T18:00Z,so2,28.2
2026-06-23T18:00Z,o3,12.0
2026-06-23T19:00Z,pm10,372.5
2026-06-23T19:00Z,pm25,115.9
2026-06-23T19:00Z,co,340.0
2026-06-23T19:00Z,no2,66.0
2026-06-23T19:00Z,so2,28.3
2026-06-23T19:00Z,o3,8.0
2026-06-23T20:00Z,pm10,365.1
2026-06-23T20:00Z,pm25,116.4
2026-06-23T20:00Z,co,328.0
2026-06-23T20:00Z,no2,64.8
2026-06-23T20:00Z,so2,26.9
2026-06-23T20:00Z,o3,7.0
2026-06-23T21:00Z,pm10,353.9
2026-06-23T21:00Z,pm25,116.6
2026-06-23T21:00Z,co,318.0
2026-06-23T21:00Z,no2,63.0
2026-06-23T21:00Z,so2,25.8
2026-06-23T21:00Z,o3,7.0
2026-06-23T22:00Z,pm10,339.9
2026-06-23T22:00Z,pm25,116.2
2026-06-23T22:00Z,co,310.0
2026-06-23T22:00Z,no2,62.3
2026-06-23T22:00Z,so2,26.0
2026-06-23T22:00Z,o3,4.0
2026-06-23T23:00Z,pm10,333.4
2026-06-23T23:00Z,pm25,116.9
2026-06-23T23:00Z,co,305.0
2026-06-23T23:00Z,no2,61.1
2026-06-23T23:00Z,so2,26.4
2026-06-23T23:00Z,o3,2.0
2026-06-24T00:00Z,pm10,421.0
2026-06-24T00:00Z,pm25,128.5
2026-06-24T00:00Z,co,311.0
2026-06-24T00:00Z,no2,54.2
2026-06-24T00:00Z,so2,22.3
2026-06-24T00:00Z,o3,10.0
2026-06-24T01:00Z,pm10,379.0
2026-06-24T01:00Z,pm25,125.7
2026-06-24T01:00Z,co,346.0
2026-06-24T01:00Z,no2,48.0
2026-06-24T01:00Z,so2,24.7
2026-06-24T01:00Z,o3,24.0
2026-06-24T02:00Z,pm10,377.2
2026-06-24T02:00Z,pm25,118.7
2026-06-24T02:00Z,co,392.0
2026-06-24T02:00Z,no2,39.2
2026-06-24T02:00Z,so2,27.9
2026-06-24T02:00Z,o3,44.0
2026-06-24T03:00Z,pm10,457.3
2026-06-24T03:00Z,pm25,112.9
2026-06-24T03:00Z,co,410.0
2026-06-24T03:00Z,no2,30.5
2026-06-24T03:00Z,so2,28.9
2026-06-24T03:00Z,o3,66.0
2026-06-24T04:00Z,pm10,422.8
2026-06-24T04:00Z,pm25,98.7
2026-06-24T04:00Z,co,373.0
2026-06-24T04:00Z,no2,22.0
2026-06-24T04:00Z,so2,25.6
2026-06-24T04:00Z,o3,90.0
2026-06-24T05:00Z,pm10,374.4
2026-06-24T05:00Z,pm25,88.2
2026-06-24T05:00Z,co,307.0
2026-06-24T05:00Z,no2,13.6
2026-06-24T05:00Z,so2,20.2
2026-06-24T05:00Z,o3,116.0
2026-06-24T06:00Z,pm10,383.7
2026-06-24T06:00Z,pm25,85.7
2026-06-24T06:00Z,co,254.0
2026-06-24T06:00Z,no2,7.4
2026-06-24T06:00Z,so2,15.8
2026-06-24T06:00Z,o3,136.0
2026-06-24T07:00Z,pm10,418.2
2026-06-24T07:00Z,pm25,87.5
2026-06-24T07:00Z,co,230.0
2026-06-24T07:00Z,no2,4.5
2026-06-24T07:00Z,so2,13.7
2026-06-24T07:00Z,o3,147.0
2026-06-24T08:00Z,pm10,427.5
2026-06-24T08:00Z,pm25,85.7
2026-06-24T08:00Z,co,218.0
2026-06-24T08:00Z,no2,3.9
2026-06-24T08:00Z,so2,12.6
2026-06-24T08:00Z,o3,152.0
2026-06-24T09:00Z,pm10,380.0
2026-06-24T09:00Z,pm25,77.8
2026-06-24T09:00Z,co,214.0
2026-06-24T09:00Z,no2,4.2
2026-06-24T09:00Z,so2,12.0
2026-06-24T09:00Z,o3,153.0
2026-06-24T10:00Z,pm10,365.1
2026-06-24T10:00Z,pm25,74.7
